step,spread,regime
308,330.3317625808276,2
309,337.7067839161319,2
310,334.25922491348734,2
311,338.72136197538583,2
312,329.358260626268,2
313,323.7398736473694,2
314,315.9747363548366,2
315,311.74882786806273,2
316,316.11972539215634,2
317,312.9773469640549,2
318,310.8368864277795,2
319,306.56754727969087,1
320,303.2162298908957,1
321,296.88711237756206,1
322,288.62098174318356,1
323,290.1575161330135,1
324,284.4625367742859,1
325,279.3708285671373,1
326,274.94566777880186,1
327,273.46017675696834,1
328,264.679581406337,1
329,268.9059082596403,1
330,264.4473823567712,1
331,263.5802669631522,1
332,257.1716663205794,2
333,258.89778671555456,2
334,270.08971555799434,2
335,280.1762258479959,2
336,284.09430542228574,2
337,279.7791538907075,2
338,287.2215614904674,2
339,278.2465385545039,2
340,273.7915720248651,2
341,273.9956923835051,2
342,265.5592357216965,2
343,263.3469559926477,2
344,268.51623741427517,2
345,265.2031488206895,2
346,270.64414648720424,2
347,284.75090536446714,2
348,287.50755724682256,2
349,292.65777864456027,2
350,300.2149589236014,2
351,298.20908896079715,2
352,303.1249503735855,2
353,300.9631669644204,2
354,303.1717528744287,2
355,308.9548307651638,2
356,304.67348223706847,2
357,292.0160962704665,2
358,287.37608058847803,2
359,294.1953355777861,2
360,288.88607225918554,2
361,295.3336607028308,2
362,290.692134825485,2
363,289.9690382414023,2
364,290.42259256717296,2
365,285.1203705034349,2
366,280.35222577684686,1
367,271.0036090217019,1
368,266.3984603417457,1
369,262.91366639892345,1
370,251.83467938899867,1
371,246.0962441933776,1
372,244.90717504538662,1
373,238.72160243575755,1
374,238.4645986907142,1
375,238.57801569211279,1
376,237.72523681129368,1
377,238.90827779635077,0
378,230.48438894657926,0
379,232.69980798707053,0
380,226.7889024281339,0
381,225.4656786664277,0
382,230.95747293632365,0
383,227.67353697369433,0
384,225.9834577578595,0
385,220.2218609683194,0
386,225.76321753473576,0
387,220.38242226827035,0
388,221.34144663736438,0
389,224.72094691722958,0
390,225.99916715127634,0
391,225.65730833552456,0
392,224.2938829045777,0
393,217.50583227840195,0
394,222.87403649635561,0
395,222.24922136222276,0
396,220.66419958881357,0
397,214.68984892071347,0
398,213.44109272783987,0
399,212.59595016370733,1
400,218.33116174701084,0
401,216.81785708317463,0
402,215.46417619703908,0
403,209.63238133303898,0
404,205.25542100584488,0
405,205.98741714408757,0
406,197.51960920459723,0
407,200.33470287188595,0
408,203.2169890661511,0
409,198.56589555485183,0
410,198.75843672539438,0
411,202.7158736177986,0
412,200.92374152222604,0
413,199.71342117873522,1
414,198.9753290622449,1
415,199.88739496733282,1
416,197.62848840348985,1
417,196.27815162966616,1
418,197.38867626618924,1
419,195.7681575329362,1
420,191.80586445115154,1
421,185.54424831272186,1
422,186.2970652566832,1
423,191.21643641177766,1
424,192.9998086120528,1
425,189.28894855089274,1
426,187.0830954018031,1
427,186.4955045778371,1
428,193.6185586574033,1
429,200.14263062758528,0
430,205.93814212890703,0
431,205.13751616207546,0
432,216.53557766135262,0
433,212.18321661813866,0
434,209.2940822245772,0
435,211.53817062553819,0
436,211.2212702334332,0
437,211.1422502629003,0
438,201.97623002622575,0
439,196.80106433079823,0
440,195.41595031862596,0
441,191.518262461156,0
442,185.10128720376423,0
443,181.83305271488237,0
444,182.07945375751905,0
445,184.10174780219108,0
446,175.62742000681803,0
447,174.82725462803432,0
448,173.67805712085968,0
449,173.86570174399222,0
450,171.11008166888558,1
451,168.5466440758518,1
452,174.40646326667795,1
453,166.68750948024768,1
454,165.25545596245794,1
455,165.3983913554351,1
456,165.87781062774525,1
457,165.04125104097085,1
458,168.3448974807062,1
459,171.17714640165747,1
460,171.96939840457173,1
461,171.03865726556396,1
462,171.5604552838126,1
463,173.10661141561113,1
464,171.66258903805223,1
465,174.92855272780443,1
466,179.57498197357558,1
467,185.5978597646191,1
468,191.07992187812596,1
469,190.33483544298673,1
470,191.17690006648817,1
471,190.9661328011604,1
472,190.75258695618194,1
473,190.32692741824545,1
474,190.76735591583144,1
475,195.30380820684377,1
476,196.58927363914123,1
477,192.6283533616039,1
478,196.27861724748485,1
479,197.17039840364896,1
480,199.01170669366076,1
481,200.05158968123644,1
482,201.20783458203843,1
483,202.47698934050905,1
484,196.20705347663306,1
485,198.04646790141882,1
486,195.5753572512923,1
487,194.02984997022327,1
488,194.2686930233731,1
489,200.24469902705232,1
490,196.63999745390225,1
491,196.63697437354244,1
492,196.4949660622121,2
493,203.00019522251938,2
494,202.65396560076454,2
495,205.15958880972406,2
496,200.75837241941957,2
497,208.2439613225917,2
498,201.46834915784916,2
499,205.33665255164107,2
500,207.8560067687873,2
501,211.17063285086155,2
502,204.44173260681893,2
503,203.9720008288384,2
504,210.11270328280835,2
505,221.40518574442183,2
506,221.88202549689188,2
507,227.29114452585074,2
508,229.07386546103112,2
509,229.77169052638328,2
510,228.4635678646669,2
511,229.51711457690928,2
512,234.31858711424576,2
513,239.56578385969573,2
514,233.55741418338977,2
515,231.73230260752035,2
516,226.85707355982376,2
517,228.20079445112697,2
518,227.34282734757986,2
519,230.30270221508664,2
520,233.63214344072594,2
521,222.7556536945862,2
522,211.56179116529734,2
523,212.71151971892968,2
524,220.5658656321641,2
525,218.8498553701937,2
526,216.9927897688214,2
527,223.67718683342227,2
528,229.29033951956598,2
529,224.94345213919198,2
530,229.9429940737384,2
531,226.67459208521697,2
532,224.69823945008227,2
533,220.38445933972994,2
534,214.4948865883836,2
535,216.2640265850458,2
536,209.644984166831,2
537,211.68039685920868,2
538,213.52169819326994,2
539,213.81592809938056,2
540,212.40264019244626,2
541,209.94287681008538,2
542,205.09541922287,2
543,214.4624840931107,2
544,214.50569195469296,2
545,214.36604906353062,2
546,210.3780436032174,2
547,218.99143843305256,2
548,216.80283012526465,2
549,219.30816352880797,2
550,222.8563104023889,2
551,224.56083490180887,2
552,217.75639835099898,2
553,222.55987970629172,2
554,220.28837818999006,2
555,225.86890934635525,2
556,223.23247926944475,2
557,223.93448724538118,2
558,227.79348344125233,2
559,235.82960800900062,2
560,240.2638752087656,2
561,244.12982410420673,2
562,248.98357797875346,2
563,245.3766846066979,2
564,251.00573210597733,2
565,250.32697023909475,2
566,249.82970334707906,2
567,251.13533062385443,2
568,249.95095479555906,2
569,245.24345947018494,2
570,246.1595305094773,2
571,245.7225165172743,2
572,245.0957992344976,2
573,245.44119595722498,2
574,234.52664190883502,2
575,234.03196377279988,2
576,242.8037042969646,2
577,250.9780406365081,2
578,252.03904494017135,2
579,252.90305037986246,2
580,240.67601296039692,2
581,238.55338780773812,2
582,243.39324661402662,2
583,242.14321709832578,2
584,248.8686992111208,2
585,255.1584905568108,2
586,252.81352949062253,2
587,254.27268348915098,2
588,263.39164979859424,2
589,256.1573439158509,2
590,254.9204214171835,2
591,247.25104395478306,2
592,243.2853785346676,2
593,254.34631177659966,2
594,253.1224799873719,2
595,243.21082825966536,2
596,238.5068663925439,2
597,230.44955670936275,2
598,232.3068713576034,2
599,235.66285841237553,2
600,241.45332663858338,2
601,245.9469389635416,2
602,238.8738337043735,1
603,238.31692084711102,1
604,235.98802988606656,1
605,237.84652302175272,1
606,238.70399581669542,1
607,243.81931952238892,1
608,238.44328325747992,1
609,232.85116168690672,1
610,229.5523953991457,1
611,227.7709726448659,1
612,224.0424504516994,1
613,219.7595184092788,1
614,219.85675741544262,1
615,217.15626245287146,1
616,213.7851105718975,1
617,208.2123405422715,1
618,199.80485942826897,1
619,204.48500933605897,1
620,208.82386836905573,1
621,211.15561616936418,1
622,211.82683984130446,0
623,208.0857296020871,0
624,208.9838899812651,0
625,203.1134663035746,0
626,202.18819801019592,0
627,197.76651986662782,0
628,198.87735030397403,0
629,203.89006909282173,0
630,198.6016456291217,0
631,195.2933815418412,0
632,194.44207371116167,0
633,186.10884862987365,0
634,178.92595548542764,0
635,184.17597871854977,0
636,184.47040937254093,0
637,181.03978085013657,0
638,180.03238022057425,0
639,177.27038035406383,0
640,176.87777858722265,0
641,174.3156886397247,0
642,173.12788740674105,0
643,175.07093511075018,0
644,176.70327657183162,0
645,181.7257402661757,0
646,182.35068792979163,0
647,181.56589831073055,0
648,187.17881393726952,0
649,185.33772327629234,0
650,175.72602808938967,0
651,178.1546006616788,0
652,178.35701321485868,0
653,177.46156189849597,0
654,179.9706633993093,0
655,177.38243741555814,0
656,168.0868566371559,0
657,170.85844846126068,0
658,169.84049860903272,1
659,167.79094550204593,1
660,161.86361379002045,1
661,166.29251849812417,1
662,159.02806992877586,1
663,165.2908574077346,1
664,165.64826772637767,1
665,170.08003237552364,1
666,172.88167288032295,1
667,180.6381218324125,1
668,181.2956126151471,0
669,185.19609428033877,0
670,182.02248499740077,0
671,174.90292778455895,0
672,178.0331567964374,0
673,170.88510723720796,0
674,173.19018687199502,0
675,168.18902333923566,0
676,168.6585747399058,0
677,175.47284973283283,0
678,177.35475708261922,0
679,175.71646753893842,0
680,176.67397546633646,0
681,173.79771103117903,0
682,183.19308547061453,1
683,179.3716872554178,0
684,178.11360373706674,0
685,179.5633160098744,0
686,180.14753683787134,0
687,181.17461861662423,0
688,178.2915738851591,0
689,176.47502401670275,0
690,179.3710112271586,0
691,183.36409204587852,1
692,185.4477590190191,1
693,190.81328350675028,1
694,194.61708279403211,1
695,197.7794576149352,1
696,192.149201735183,1
697,193.77739442171588,1
698,194.66433315785966,1
699,200.11308412421855,1
700,189.8929465701789,1
701,189.74765578704302,1
702,190.5282900896776,1
703,187.07951510265548,1
704,184.3985557807026,1
705,190.34146973947765,1
706,191.15978769068374,0
707,197.5595268248549,0
708,195.6640163939858,0
709,188.8981783055816,0
710,186.60099313499308,0
711,183.67701794028162,0
712,185.55070523134836,0
713,187.21735211080002,0
714,188.29861316910893,0
715,196.2212332788238,0
716,200.1211760528101,0
717,195.50023258416033,0
718,198.3526976660972,0
719,197.2837369262829,0
720,195.28587720713634,0
721,199.7641648503492,0
722,194.91298705325394,0
723,197.4793937274763,0
724,199.29506631117442,0
725,194.38262772499667,0
726,186.73902991086854,0
727,185.44424555989505,0
728,172.69249050980642,0
729,176.47766319002326,0
730,177.15211576087867,0
731,182.12355490566924,0
732,182.40913480189354,0
733,188.58386483331174,1
734,186.97802501900344,1
735,189.36456433686521,1
736,188.42517948834487,1
737,188.52773897959938,1
738,189.35328309225838,1
739,191.08678406013712,1
740,188.8971662636329,1
741,191.01560171655862,1
742,191.54536634642977,1
743,187.07708652378201,1
744,181.37149910407408,1
745,186.2049701187678,1
746,178.7903132128753,1
747,179.1715200459485,1
748,174.93867059627684,1
749,182.13583734199034,1
750,184.93880599541387,1
751,186.78181893102055,1
752,184.4924041685847,1
753,180.3091485333306,1
754,181.83204074833395,1
755,182.5683522914451,1
756,179.54512138203498,1
757,176.54881179930715,1
758,173.529125062616,1
759,170.53936734102308,1
760,169.6670845110938,1
761,172.2264812443305,1
762,175.2641190512973,1
763,176.23538524955288,1
764,177.78429921236466,1
765,180.73712347430103,1
766,174.5122483835689,1
767,176.41863685093546,1
768,182.14801539933134,1
769,176.08055612474507,1
770,162.06403735076546,2
771,162.58644170664948,2
772,170.24095530178107,2
773,170.79739104801936,2
774,175.7848962928831,2
775,178.99750846004252,2
776,173.88182073034994,2
777,169.96492546711937,2
778,161.98109638547444,2
779,172.10425244190907,2
780,178.334770940745,2
781,179.19304303060835,2
782,179.30259691041599,2
783,176.2206284358576,2
784,179.91461231039636,2
785,177.27190627413754,2
786,176.67189487309815,2
787,174.59633060817978,2
788,180.421210689759,2
789,181.03225428166917,2
790,183.24734210849286,2
791,178.1980135594476,2
792,176.0736094453314,2
793,178.4541661160359,2
794,170.96499729140362,2
795,171.23645417331807,2
796,172.67135039506326,2
797,167.0583350179814,2
798,172.22024134285687,1
799,175.66681154993475,2
800,176.27635869382888,2
801,173.78339946761199,2
802,166.1422528413355,2
803,173.00099451771985,2
804,171.92898936701343,2
805,165.49100705565615,2
806,162.93755152230412,2
807,167.06202821835274,2
808,169.94779517853544,2
809,165.4541618028661,2
810,173.3880972210458,2
811,166.87168826672132,2
812,176.06343888612105,2
813,178.63105983454636,2
814,177.91663022955163,2
815,177.94819253844145,2
816,179.84332072398516,2
817,184.27684147766502,2
818,175.67041418725205,2
819,172.86077412860266,2
820,174.61734414646915,2
821,182.71696862635903,2
822,190.50521399020315,2
823,200.81076335054905,2
824,208.14479872769058,2
825,204.67038381440443,2
826,205.80698292416162,2
827,213.13746291145327,2
828,219.78423255535884,2
829,219.74479936603893,2
830,223.68610478693745,2
831,222.1668472693131,2
832,214.85279109486876,2
833,215.33043739706338,2
834,215.46916324046467,2
835,213.75995803275526,2
836,217.93776105569356,2
837,217.7295814689471,2
838,221.04226572153513,2
839,226.37367825182378,2
840,240.86934595972366,2
841,241.2257907048374,2
842,248.8665667301701,2
843,250.99654879904628,2
844,253.43555130297807,2
845,253.76368832580272,2
846,255.35304741035142,2
847,254.88771581910248,2
848,261.2736685777432,2
849,257.9518314495734,2
850,250.2949844261426,2
851,248.12336126631195,2
852,245.39694990198237,2
853,243.26280219614216,2
854,243.38142344617643,2
855,241.2836038125238,2
856,241.3404975709514,2
857,239.27599946770653,2
858,242.53373638385503,2
859,256.82686106350343,2
860,258.7768080775817,2
861,256.7854547836791,2
862,244.49401884953502,2
863,256.11470207241194,2
864,258.38685085251996,2
865,258.2539454348672,2
866,246.22993369664982,2
867,246.4830876094456,2
868,248.0843603050708,2
869,245.98378552105962,2
870,239.33934997071654,2
871,232.41564800033785,2
872,244.24860031867968,2
873,245.70499803582092,2
874,243.619244007009,2
875,244.742486189219,2
876,245.47154682162358,2
877,238.24794006230903,2
878,244.35466303736482,2
879,244.19309043054741,2
880,245.7273561543532,2
881,254.94166760640084,2
882,248.37317186552895,2
883,244.8836351111707,2
884,247.5523891914488,2
885,253.4599373203717,2
886,250.8053604583743,2
887,248.47283011178894,2
888,252.88578851880203,2
889,266.4913566279255,2
890,267.6115740511543,2
891,263.9470397476327,2
892,258.73843078353025,2
893,258.7133951297084,2
894,264.24339850290573,2
895,280.807246759066,2
896,279.66177782402025,2
897,280.682583897539,2
898,290.8970394575924,2
899,293.09184365084593,2
900,294.78288243075804,2
901,303.5087036352612,2
902,304.46510644438433,2
903,299.33822039292977,2
904,306.62168092937867,2
905,298.04981668256335,2
906,304.23243074035946,2
907,304.6009118502505,2
908,303.31716061189917,2
909,301.90356710767344,2
910,301.5018831873101,2
911,299.4425951676968,2
912,302.3866364358734,2
913,300.5079456950297,2
914,290.1342377467889,2
915,290.6601111587892,2
916,296.5950632698199,2
917,285.9555647037792,2
918,286.4789285853767,2
919,284.43566004377254,2
920,290.2636335671291,2
921,289.3227950668779,2
922,294.1903614971974,2
923,298.3157552504082,2
924,302.5718287716785,2
925,311.7767408703947,2
926,310.85238737374897,2
927,311.5341855524582,2
928,314.2219266538387,2
929,315.0480420767214,2
930,313.915142024395,2
931,309.1763145087726,2
932,309.61047619602925,2
933,301.5469600346897,2
934,290.50688619520196,2
935,284.735285476393,2
936,289.0332274342772,2
937,290.8737661808192,2
938,295.1816377852633,2
939,291.77260955659347,2
940,298.165857765814,2
941,290.761999376828,2
942,285.17804829927223,2
943,291.51495456616584,2
944,292.9180675634894,2
945,297.2452063128844,2
946,299.0422940327396,2
947,296.33427882950264,2
948,290.08639055325335,2
949,280.3194847683566,2
950,291.1159608551965,2
951,282.4798642688601,2
952,291.0803026021785,2
953,292.1728459716166,2
954,294.18719564686353,2
955,295.80709364285565,2
956,299.3464692496706,2
957,295.3893183486117,2
958,283.7337729422784,2
959,281.0403409645934,2
960,284.1953520423263,2
961,278.7154311239856,2
962,285.37136690699106,2
963,285.2073942102525,2
964,279.2394862767154,2
965,280.687835944431,2
966,283.7468597191632,2
967,287.19946390055134,2
968,271.3251016531191,2
969,254.84667214619148,2
970,261.440287708982,2
971,253.94891363736528,2
972,260.55869118645256,2
973,267.6889388610172,2
974,261.68794112615194,2
975,256.722791103162,2
976,261.65142534726306,2
977,260.14215711827796,2
978,268.20229775414344,2
979,277.94586076052065,2
980,272.03196881865955,2
981,268.1958225058865,2
982,269.4394581295405,2
983,257.86043561252956,2
984,248.50261964726235,2
985,244.25487577037873,2
986,256.4297136816476,2
987,258.61797040100396,2
988,255.72374404658268,2
989,250.76655404755965,2
990,244.84684395988273,2
991,242.44840926791255,2
992,239.76315527796052,2
993,239.37709993704487,2
994,243.0556909745061,2
995,243.47324878609237,2
996,248.8720087089236,2
997,248.01358429589845,2
998,258.4434303313995,2
999,263.5686775003543,2
1000,265.53994040087457,2
1001,269.0233005237455,2
1002,266.57003073130284,2
1003,265.87359007108853,2
1004,264.96994488523063,2
1005,261.3856586788277,2
1006,254.49133442583187,2
1007,258.38468481593236,2
1008,264.6102958725609,2
1009,267.55699518510465,2
1010,267.7563912000651,2
1011,280.9383208535746,2
1012,277.7932679031991,2
1013,279.8421795429708,2
1014,286.7781440830233,2
1015,281.07876642184306,2
1016,285.205753110114,2
1017,295.7833150759128,2
1018,296.2084407991367,2
1019,297.5845474816853,2
1020,294.3338794867547,2
1021,297.51227503993425,2
1022,293.53189264708345,2
1023,293.63990726991346,2
1024,285.85179591333116,2
1025,271.763933355728,2
1026,269.7519384157005,2
1027,267.66986608159675,2
1028,266.14866443140954,2
1029,271.0245360803185,2
1030,277.32283807140374,2
1031,279.6162973628953,2
1032,283.94882664699026,2
1033,280.22958843722563,2
1034,275.2407090803191,2
1035,278.69633158511994,2
1036,272.9957574518329,2
1037,266.76913032033696,2
1038,283.5817577648343,2
1039,284.46762421570986,2
1040,282.26784512817204,2
1041,279.46751522777396,2
1042,271.93576621167244,2
1043,274.1511983420334,2
1044,273.0715933460349,2
1045,279.1728178144996,2
1046,282.78061809130173,2
1047,281.4434097134551,2
1048,270.9065850993835,2
1049,271.91205610740474,2
1050,272.3969573362914,2
1051,260.93075967725304,2
1052,263.9936421445761,2
1053,258.24111089583465,2
1054,264.79022418126766,2
1055,264.99130129737057,2
1056,262.18324883421934,2
1057,264.0410734151826,2
1058,265.5275336842884,2
1059,266.79181391849227,2
1060,272.4169155926851,2
1061,262.90949927742014,2
1062,265.10798240664366,2
1063,261.8232606443408,2
1064,261.01038898154485,2
1065,269.6680320093187,2
1066,265.8708599586013,2
1067,268.79842043915255,2
1068,274.6345973830782,2
1069,278.0471230159803,2
1070,279.0287397130604,2
1071,280.860493810807,2
1072,284.5920983395052,2
1073,280.61028712962633,2
1074,281.0599504345939,2
1075,294.089418913464,2
1076,296.9639656065635,2
1077,297.9886743037785,2
1078,296.32419076810345,2
1079,292.3039230395036,2
1080,294.21694290386097,2
1081,296.50931672990146,2
1082,296.4511008495325,2
1083,312.1552491000441,2
1084,308.451369781654,2
1085,303.52106981196704,2
1086,301.8879815860904,2
1087,301.9626343884027,2
1088,297.6259955738986,2
1089,299.3564689903021,2
1090,301.6822077049767,2
1091,305.93135228745155,2
1092,303.3933922205782,2
1093,311.14057833182255,2
1094,314.9036405187554,2
1095,331.0678219353038,2
1096,327.10185792010293,2
1097,322.5353332441481,2
1098,321.11021305242576,2
1099,323.27101945822335,2
1100,326.23613979232726,2
1101,329.86375509884806,2
1102,342.01067611763546,2
1103,331.6243825342455,2
1104,322.0105070617014,2
1105,321.5912314277241,2
1106,333.18557550023644,2
1107,337.4491581327139,2
1108,331.96218667767954,2
1109,333.1211864002142,2
1110,332.2810080793443,2
1111,331.2515372450393,2
1112,328.40380757793076,2
1113,329.12916082490756,2
1114,335.42390163592717,2
1115,333.0113636009615,2
1116,336.6273471442527,2
1117,341.2246672706685,2
1118,348.60710331186726,2
1119,343.7757273223374,2
1120,343.9267271451893,2
1121,340.3567449492792,2
1122,340.99429053338264,2
1123,341.58893707317134,2
1124,335.501861768145,2
1125,336.50735249356256,2
1126,348.9640496996149,2
1127,351.740500693029,2
1128,344.51539592556566,2
1129,339.39635543170795,2
1130,339.29971568520597,2
1131,334.3417163522983,2
1132,341.4299158630054,2
1133,333.68845140527094,2
1134,336.6312754965953,2
1135,327.86783162560323,2
1136,327.7782094439435,2
1137,322.16002348615274,2
1138,326.22742523704113,2
1139,332.28098375439424,2
1140,334.33267922459464,2
1141,340.6055929518037,2
1142,327.33181125171666,2
1143,328.33294370867634,2
1144,331.237148886476,2
1145,334.85426014288885,2
1146,324.6178087229408,2
1147,327.2077165180903,2
1148,330.98652069328625,2
1149,331.8937200077521,2
1150,324.88164863138314,2
1151,322.04691891180283,2
1152,329.2693892890289,2
1153,335.6986029665999,2
1154,338.43489095840505,2
1155,342.49415015853,2
